DATE,rinvresid65Q4,rinvresid66Q1,rinvresid66Q2,rinvresid66Q3,rinvresid66Q4,rinvresid67Q1,rinvresid67Q2,rinvresid67Q3,rinvresid67Q4,rinvresid68Q1,rinvresid68Q2,rinvresid68Q3,rinvresid68Q4,rinvresid69Q1,rinvresid69Q2,rinvresid69Q3,rinvresid69Q4,rinvresid70Q1,rinvresid70Q2,rinvresid70Q3,rinvresid70Q4,rinvresid71Q1,rinvresid71Q2,rinvresid71Q3,rinvresid71Q4,rinvresid72Q1,rinvresid72Q2,rinvresid72Q3,rinvresid72Q4,rinvresid73Q1,rinvresid73Q2,rinvresid73Q3,rinvresid73Q4,rinvresid74Q1,rinvresid74Q2,rinvresid74Q3,rinvresid74Q4,rinvresid75Q1,rinvresid75Q2,rinvresid75Q3,rinvresid75Q4,rinvresid76Q1,rinvresid76Q2,rinvresid76Q3,rinvresid76Q4,rinvresid77Q1,rinvresid77Q2,rinvresid77Q3,rinvresid77Q4,rinvresid78Q1,rinvresid78Q2,rinvresid78Q3,rinvresid78Q4,rinvresid79Q1,rinvresid79Q2,rinvresid79Q3,rinvresid79Q4,rinvresid80Q1,rinvresid80Q2,rinvresid80Q3,rinvresid80Q4,rinvresid81Q1,rinvresid81Q2,rinvresid81Q3,rinvresid81Q4,rinvresid82Q1,rinvresid82Q2,rinvresid82Q3,rinvresid82Q4,rinvresid83Q1,rinvresid83Q2,rinvresid83Q3,rinvresid83Q4,rinvresid84Q1,rinvresid84Q2,rinvresid84Q3,rinvresid84Q4,rinvresid85Q1,rinvresid85Q2,rinvresid85Q3,rinvresid85Q4,rinvresid86Q1,rinvresid86Q2,rinvresid86Q3,rinvresid86Q4,rinvresid87Q1,rinvresid87Q2,rinvresid87Q3,rinvresid87Q4,rinvresid88Q1,rinvresid88Q2,rinvresid88Q3,rinvresid88Q4,rinvresid89Q1,rinvresid89Q2,rinvresid89Q3,rinvresid89Q4,rinvresid90Q1,rinvresid90Q2,rinvresid90Q3,rinvresid90Q4,rinvresid91Q1,rinvresid91Q2,rinvresid91Q3,rinvresid91Q4,rinvresid92Q1,rinvresid92Q2,rinvresid92Q3,rinvresid92Q4,rinvresid93Q1,rinvresid93Q2,rinvresid93Q3,rinvresid93Q4,rinvresid94Q1,rinvresid94Q2,rinvresid94Q3,rinvresid94Q4,rinvresid95Q1,rinvresid95Q2,rinvresid95Q3,rinvresid95Q4,rinvresid96Q1,rinvresid96Q2,rinvresid96Q3,rinvresid96Q4,rinvresid97Q1,rinvresid97Q2,rinvresid97Q3,rinvresid97Q4,rinvresid98Q1,rinvresid98Q2,rinvresid98Q3,rinvresid98Q4,rinvresid99Q1,rinvresid99Q2,rinvresid99Q3,rinvresid99Q4,rinvresid00Q1,rinvresid00Q2,rinvresid00Q3,rinvresid00Q4,rinvresid01Q1,rinvresid01Q2,rinvresid01Q3,rinvresid01Q4,rinvresid02Q1,rinvresid02Q2,rinvresid02Q3,rinvresid02Q4,rinvresid03Q1,rinvresid03Q2,rinvresid03Q3,rinvresid03Q4,rinvresid04Q1,rinvresid04Q2,rinvresid04Q3,rinvresid04Q4,rinvresid05Q1,rinvresid05Q2,rinvresid05Q3,rinvresid05Q4,rinvresid06Q1,rinvresid06Q2,rinvresid06Q3,rinvresid06Q4,rinvresid07Q1,rinvresid07Q2,rinvresid07Q3,rinvresid07Q4,rinvresid08Q1,rinvresid08Q2,rinvresid08Q3,rinvresid08Q4,rinvresid09Q1,rinvresid09Q2,rinvresid09Q3,rinvresid09Q4,rinvresid10Q1,rinvresid10Q2,rinvresid10Q3,rinvresid10Q4,rinvresid11Q1,rinvresid11Q2,rinvresid11Q3,rinvresid11Q4,rinvresid12Q1,rinvresid12Q2,rinvresid12Q3,rinvresid12Q4,rinvresid13Q1,rinvresid13Q2,rinvresid13Q3,rinvresid13Q4,rinvresid14Q1,rinvresid14Q2,rinvresid14Q3,rinvresid14Q4,rinvresid15Q1,rinvresid15Q2,rinvresid15Q3,rinvresid15Q4,rinvresid16Q1,rinvresid16Q2,rinvresid16Q3,rinvresid16Q4,rinvresid17Q1,rinvresid17Q2,rinvresid17Q3,rinvresid17Q4,rinvresid18Q1,rinvresid18Q2,rinvresid18Q3,rinvresid18Q4,rinvresid19Q1,rinvresid19Q2,rinvresid19Q3,rinvresid19Q4,rinvresid20Q1,rinvresid20Q2,rinvresid20Q3,rinvresid20Q4,rinvresid21Q1,rinvresid21Q2,rinvresid21Q3,rinvresid21Q4,rinvresid22Q1
1987:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,196.7,193.5,193.5,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,195.5,195.5,195.5,195.5,195.5,195.5,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,224.3,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,289.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,340.3,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,439.5,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,476.4,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3
1987:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,196.3,197,192.7,192.7,192.7,192.7,191.9,191.9,191.9,191.9,195.8,195.8,195.8,195.8,195.8,195.8,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,223.3,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,441.7,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,477.2,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1
1988:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,192.2,189.5,189.5,189.5,189.5,189.1,189.1,189.1,189.1,192.4,192.4,192.4,192.4,192.4,192.4,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,334.6,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,432.1,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,468.7,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5,475.5
1988:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,190.8,189.6,189.6,189.6,194.2,194.2,194.2,194.2,195.6,195.6,195.6,195.6,195.6,195.6,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,337.2,435.5,435.5,435.5,435.5,435.5,435.5,435.5,435.5,435.6,435.6,435.6,435.6,435.6,435.6,435.6,435.6,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4,481.4
1988:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,190.2,191.6,191.6,195.1,195.1,195.1,195.1,195.8,195.8,195.8,195.8,195.8,195.8,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.2,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,337.4,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,435.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7
1988:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,197.4,196.6,198.1,198.1,198.1,198.1,195.6,195.6,195.6,195.6,195.6,195.6,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,253.7,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,290.8,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,340.4,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8,484.8
1989:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,194.8,195.6,195.6,195.6,195.6,193.8,193.8,193.8,193.8,193.8,193.8,221.9,221.9,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,222.2,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1
1989:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,188.6,189.3,189.3,189.3,188.1,188.1,188.1,188.1,188.1,188.1,215,215,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,215.4,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,244.3,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,328.1,423.9,423.9,423.9,423.9,423.9,423.9,423.9,423.9,423.8,423.8,423.8,423.8,423.8,423.8,423.8,423.8,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,458.4,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1,465.1
1989:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,187,184.8,184.8,184.4,184.4,184.4,184.4,184.4,184.4,211.9,211.9,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,274.5,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,324.6,419.3,419.3,419.3,419.3,419.3,419.3,419.3,419.3,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,456.3,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9,462.9
1989:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,186,184.3,181.8,181.8,181.8,181.8,181.8,181.8,207.9,207.9,208,208,208,208,208,208,208,208,208,208,208,208,208,208,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,410.5,410.5,410.5,410.5,410.5,410.5,410.5,410.5,410.4,410.4,410.4,410.4,410.4,410.4,410.4,410.4,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1,453.1
1990:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,188.1,188.3,188.3,188.3,188.3,188.3,188.3,208.2,208.2,210.7,210.7,210.7,210.7,210.7,211.6,211.6,211.6,211.6,211.6,211.6,211.6,211.6,211.6,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,239.4,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,414.7,414.7,414.7,414.7,414.7,414.7,414.7,414.7,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,450.5,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1,457.1
1990:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,181.6,182.8,182.8,182.8,182.8,182.8,199.5,199.5,201.8,201.8,201.8,201.8,201.8,201.2,201.2,201.2,201.2,201.2,201.2,201.2,201.2,201.2,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,227.8,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,308.6,398.8,398.8,398.8,398.8,398.8,398.8,398.8,398.8,398.6,398.6,398.6,398.6,398.6,398.6,398.6,398.6,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,432.8,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1,439.1
