DATE,RCONS65Q4,RCONS66Q1,RCONS66Q2,RCONS66Q3,RCONS66Q4,RCONS67Q1,RCONS67Q2,RCONS67Q3,RCONS67Q4,RCONS68Q1,RCONS68Q2,RCONS68Q3,RCONS68Q4,RCONS69Q1,RCONS69Q2,RCONS69Q3,RCONS69Q4,RCONS70Q1,RCONS70Q2,RCONS70Q3,RCONS70Q4,RCONS71Q1,RCONS71Q2,RCONS71Q3,RCONS71Q4,RCONS72Q1,RCONS72Q2,RCONS72Q3,RCONS72Q4,RCONS73Q1,RCONS73Q2,RCONS73Q3,RCONS73Q4,RCONS74Q1,RCONS74Q2,RCONS74Q3,RCONS74Q4,RCONS75Q1,RCONS75Q2,RCONS75Q3,RCONS75Q4,RCONS76Q1,RCONS76Q2,RCONS76Q3,RCONS76Q4,RCONS77Q1,RCONS77Q2,RCONS77Q3,RCONS77Q4,RCONS78Q1,RCONS78Q2,RCONS78Q3,RCONS78Q4,RCONS79Q1,RCONS79Q2,RCONS79Q3,RCONS79Q4,RCONS80Q1,RCONS80Q2,RCONS80Q3,RCONS80Q4,RCONS81Q1,RCONS81Q2,RCONS81Q3,RCONS81Q4,RCONS82Q1,RCONS82Q2,RCONS82Q3,RCONS82Q4,RCONS83Q1,RCONS83Q2,RCONS83Q3,RCONS83Q4,RCONS84Q1,RCONS84Q2,RCONS84Q3,RCONS84Q4,RCONS85Q1,RCONS85Q2,RCONS85Q3,RCONS85Q4,RCONS86Q1,RCONS86Q2,RCONS86Q3,RCONS86Q4,RCONS87Q1,RCONS87Q2,RCONS87Q3,RCONS87Q4,RCONS88Q1,RCONS88Q2,RCONS88Q3,RCONS88Q4,RCONS89Q1,RCONS89Q2,RCONS89Q3,RCONS89Q4,RCONS90Q1,RCONS90Q2,RCONS90Q3,RCONS90Q4,RCONS91Q1,RCONS91Q2,RCONS91Q3,RCONS91Q4,RCONS92Q1,RCONS92Q2,RCONS92Q3,RCONS92Q4,RCONS93Q1,RCONS93Q2,RCONS93Q3,RCONS93Q4,RCONS94Q1,RCONS94Q2,RCONS94Q3,RCONS94Q4,RCONS95Q1,RCONS95Q2,RCONS95Q3,RCONS95Q4,RCONS96Q1,RCONS96Q2,RCONS96Q3,RCONS96Q4,RCONS97Q1,RCONS97Q2,RCONS97Q3,RCONS97Q4,RCONS98Q1,RCONS98Q2,RCONS98Q3,RCONS98Q4,RCONS99Q1,RCONS99Q2,RCONS99Q3,RCONS99Q4,RCONS00Q1,RCONS00Q2,RCONS00Q3,RCONS00Q4,RCONS01Q1,RCONS01Q2,RCONS01Q3,RCONS01Q4,RCONS02Q1,RCONS02Q2,RCONS02Q3,RCONS02Q4,RCONS03Q1,RCONS03Q2,RCONS03Q3,RCONS03Q4,RCONS04Q1,RCONS04Q2,RCONS04Q3,RCONS04Q4,RCONS05Q1,RCONS05Q2,RCONS05Q3,RCONS05Q4,RCONS06Q1,RCONS06Q2,RCONS06Q3,RCONS06Q4,RCONS07Q1,RCONS07Q2,RCONS07Q3,RCONS07Q4,RCONS08Q1,RCONS08Q2,RCONS08Q3,RCONS08Q4,RCONS09Q1,RCONS09Q2,RCONS09Q3,RCONS09Q4,RCONS10Q1,RCONS10Q2,RCONS10Q3,RCONS10Q4,RCONS11Q1,RCONS11Q2,RCONS11Q3,RCONS11Q4,RCONS12Q1,RCONS12Q2,RCONS12Q3,RCONS12Q4,RCONS13Q1,RCONS13Q2,RCONS13Q3,RCONS13Q4,RCONS14Q1,RCONS14Q2,RCONS14Q3,RCONS14Q4,RCONS15Q1,RCONS15Q2,RCONS15Q3,RCONS15Q4,RCONS16Q1,RCONS16Q2,RCONS16Q3,RCONS16Q4,RCONS17Q1,RCONS17Q2,RCONS17Q3,RCONS17Q4,RCONS18Q1,RCONS18Q2,RCONS18Q3,RCONS18Q4,RCONS19Q1,RCONS19Q2,RCONS19Q3,RCONS19Q4,RCONS20Q1,RCONS20Q2,RCONS20Q3,RCONS20Q4,RCONS21Q1,RCONS21Q2,RCONS21Q3,RCONS21Q4,RCONS22Q1
1965:Q4,#N/A,154.7,154.4,154.8,154.8,154.8,154.8,156.8,156.8,156.8,156.8,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,156.1,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,571.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,740.7,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,936.3,#N/A,1011.6,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1033.5,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115.1,1115,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1477,1477,1477,1477,1477,1477,1477,1477,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6,1688.6
1966:Q1,#N/A,#N/A,#N/A,156.5,156.5,156.5,156.5,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,157.4,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,247.8,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,576.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,945.2,#N/A,1021,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1043.6,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.4,1125.2,1491.1,1491.1,1491.1,1491.1,1491.1,1491.1,1491.1,1491.1,1492.3,1492.3,1492.3,1492.3,1492.3,1492.3,1492.3,1492.3,1603.1,1603.1,1603.1,1603.1,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1603.2,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1,1706.1
1966:Q2,#N/A,#N/A,#N/A,#N/A,157.9,157.9,157.9,158.2,158.2,158.2,158.2,158.7,158.7,158.7,158.7,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,158.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,583.6,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,756.9,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,956.8,#N/A,1033.2,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1138.8,1507.4,1507.4,1507.4,1507.4,1507.4,1507.4,1507.4,1507.4,1508.6,1508.6,1508.6,1508.6,1508.6,1508.6,1508.6,1508.6,1620.5,1620.5,1620.5,1620.5,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1620.4,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7,1724.7
1966:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,159.6,159.6,159.8,159.8,159.8,159.8,160.4,160.4,160.4,160.4,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.5,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,587.1,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,#N/A,1042.1,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1065.2,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.9,1148.7,1519.8,1519.8,1519.8,1519.8,1519.8,1519.8,1519.8,1519.8,1521,1521,1521,1521,1521,1521,1521,1521,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1633.6,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8,1738.8
1966:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,160.9,160.8,160.9,160.9,160.9,160.9,161.7,161.7,161.7,161.7,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,161.5,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,255.9,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,593.4,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,772.2,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,976.8,#N/A,1056.4,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1079.9,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.5,1164.4,1536.4,1536.4,1536.4,1536.4,1536.4,1536.4,1536.4,1536.4,1537.6,1537.6,1537.6,1537.6,1537.6,1537.6,1537.6,1537.6,1651.4,1651.4,1651.4,1651.4,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1651.3,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8,1757.8
1967:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162.6,162.6,162.6,162.6,164.4,164.4,164.4,164.4,163.9,163.9,163.9,163.9,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.3,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,989.7,#N/A,1069.5,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1093.3,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.8,1178.6,1550.7,1550.7,1550.7,1550.7,1550.7,1550.7,1550.7,1550.7,1551.9,1551.9,1551.9,1551.9,1551.9,1551.9,1551.9,1551.9,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1666.6,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9,1773.9
1967:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164.1,164.1,164.1,165.9,165.9,165.9,165.9,166.1,166.1,166.1,166.1,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,165.9,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,262.3,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,609.1,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,791.8,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,#N/A,1082.6,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1106.7,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193,1565.7,1565.7,1565.7,1565.7,1565.7,1565.7,1565.7,1565.7,1566.9,1566.9,1566.9,1566.9,1566.9,1566.9,1566.9,1566.9,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1682.7,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1,1791.1
1967:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,166,166,168.1,168.1,168.1,168.1,168.6,168.6,168.6,168.6,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,168.3,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,802.5,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,1015.6,#N/A,1097.8,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1122.2,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,1209.9,1587,1587,1587,1587,1587,1587,1587,1587,1588.3,1588.3,1588.3,1588.3,1588.3,1588.3,1588.3,1588.3,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1705.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6,1815.6
1967:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167.1,167.4,169.5,169.5,169.5,169.5,170.3,170.3,170.3,170.3,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.8,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,621.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,#N/A,1106.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1131.4,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.5,1219.3,1600.3,1600.3,1600.3,1600.3,1600.3,1600.3,1600.3,1600.3,1601.7,1601.7,1601.7,1601.7,1601.7,1601.7,1601.7,1601.7,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8,1830.8
1968:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171,171,171,171,171.8,171.8,171.8,171.8,171.3,171.3,171.3,171.3,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,628.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,819.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,1036.2,#N/A,1118.5,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1235.1,1234.9,1625.4,1625.4,1625.4,1625.4,1625.4,1625.4,1625.4,1625.4,1626.8,1626.8,1626.8,1626.8,1626.8,1626.8,1626.8,1626.8,1746.4,1746.4,1746.4,1746.4,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1746.3,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7
1968:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,172.6,172.6,172.6,173.7,173.7,173.7,173.7,173.2,173.2,173.2,173.2,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,638.3,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,831.9,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,1053.6,#N/A,1138,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1164.3,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.9,1255.6,1650.9,1650.9,1650.9,1650.9,1650.9,1650.9,1650.9,1650.9,1652.4,1652.4,1652.4,1652.4,1652.4,1652.4,1652.4,1652.4,1773.5,1773.5,1773.5,1773.5,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1773.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6,1888.6
1968:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,174.8,174.8,176.5,176.5,176.5,176.5,175.9,175.9,175.9,175.9,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,277.8,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,842.9,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,1067.4,#N/A,1153.9,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1179.8,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.4,1272.2,1672.1,1672.1,1672.1,1672.1,1672.1,1672.1,1672.1,1672.1,1673.7,1673.7,1673.7,1673.7,1673.7,1673.7,1673.7,1673.7,1796.3,1796.3,1796.3,1796.3,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1796.2,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7,1912.7
