DATE,RCONS65Q4,RCONS66Q1,RCONS66Q2,RCONS66Q3,RCONS66Q4,RCONS67Q1,RCONS67Q2,RCONS67Q3,RCONS67Q4,RCONS68Q1,RCONS68Q2,RCONS68Q3,RCONS68Q4,RCONS69Q1,RCONS69Q2,RCONS69Q3,RCONS69Q4,RCONS70Q1,RCONS70Q2,RCONS70Q3,RCONS70Q4,RCONS71Q1,RCONS71Q2,RCONS71Q3,RCONS71Q4,RCONS72Q1,RCONS72Q2,RCONS72Q3,RCONS72Q4,RCONS73Q1,RCONS73Q2,RCONS73Q3,RCONS73Q4,RCONS74Q1,RCONS74Q2,RCONS74Q3,RCONS74Q4,RCONS75Q1,RCONS75Q2,RCONS75Q3,RCONS75Q4,RCONS76Q1,RCONS76Q2,RCONS76Q3,RCONS76Q4,RCONS77Q1,RCONS77Q2,RCONS77Q3,RCONS77Q4,RCONS78Q1,RCONS78Q2,RCONS78Q3,RCONS78Q4,RCONS79Q1,RCONS79Q2,RCONS79Q3,RCONS79Q4,RCONS80Q1,RCONS80Q2,RCONS80Q3,RCONS80Q4,RCONS81Q1,RCONS81Q2,RCONS81Q3,RCONS81Q4,RCONS82Q1,RCONS82Q2,RCONS82Q3,RCONS82Q4,RCONS83Q1,RCONS83Q2,RCONS83Q3,RCONS83Q4,RCONS84Q1,RCONS84Q2,RCONS84Q3,RCONS84Q4,RCONS85Q1,RCONS85Q2,RCONS85Q3,RCONS85Q4,RCONS86Q1,RCONS86Q2,RCONS86Q3,RCONS86Q4,RCONS87Q1,RCONS87Q2,RCONS87Q3,RCONS87Q4,RCONS88Q1,RCONS88Q2,RCONS88Q3,RCONS88Q4,RCONS89Q1,RCONS89Q2,RCONS89Q3,RCONS89Q4,RCONS90Q1,RCONS90Q2,RCONS90Q3,RCONS90Q4,RCONS91Q1,RCONS91Q2,RCONS91Q3,RCONS91Q4,RCONS92Q1,RCONS92Q2,RCONS92Q3,RCONS92Q4,RCONS93Q1,RCONS93Q2,RCONS93Q3,RCONS93Q4,RCONS94Q1,RCONS94Q2,RCONS94Q3,RCONS94Q4,RCONS95Q1,RCONS95Q2,RCONS95Q3,RCONS95Q4,RCONS96Q1,RCONS96Q2,RCONS96Q3,RCONS96Q4,RCONS97Q1,RCONS97Q2,RCONS97Q3,RCONS97Q4,RCONS98Q1,RCONS98Q2,RCONS98Q3,RCONS98Q4,RCONS99Q1,RCONS99Q2,RCONS99Q3,RCONS99Q4,RCONS00Q1,RCONS00Q2,RCONS00Q3,RCONS00Q4,RCONS01Q1,RCONS01Q2,RCONS01Q3,RCONS01Q4,RCONS02Q1,RCONS02Q2,RCONS02Q3,RCONS02Q4,RCONS03Q1,RCONS03Q2,RCONS03Q3,RCONS03Q4,RCONS04Q1,RCONS04Q2,RCONS04Q3,RCONS04Q4,RCONS05Q1,RCONS05Q2,RCONS05Q3,RCONS05Q4,RCONS06Q1,RCONS06Q2,RCONS06Q3,RCONS06Q4,RCONS07Q1,RCONS07Q2,RCONS07Q3,RCONS07Q4,RCONS08Q1,RCONS08Q2,RCONS08Q3,RCONS08Q4,RCONS09Q1,RCONS09Q2,RCONS09Q3,RCONS09Q4,RCONS10Q1,RCONS10Q2,RCONS10Q3,RCONS10Q4,RCONS11Q1,RCONS11Q2,RCONS11Q3,RCONS11Q4,RCONS12Q1,RCONS12Q2,RCONS12Q3,RCONS12Q4,RCONS13Q1,RCONS13Q2,RCONS13Q3,RCONS13Q4,RCONS14Q1,RCONS14Q2,RCONS14Q3,RCONS14Q4,RCONS15Q1,RCONS15Q2,RCONS15Q3,RCONS15Q4,RCONS16Q1,RCONS16Q2,RCONS16Q3,RCONS16Q4,RCONS17Q1,RCONS17Q2,RCONS17Q3,RCONS17Q4,RCONS18Q1,RCONS18Q2,RCONS18Q3,RCONS18Q4,RCONS19Q1,RCONS19Q2,RCONS19Q3,RCONS19Q4,RCONS20Q1,RCONS20Q2,RCONS20Q3,RCONS20Q4,RCONS21Q1,RCONS21Q2,RCONS21Q3,RCONS21Q4,RCONS22Q1
1982:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,451.6,452.2,452.2,452.2,465.7,465.7,465.7,465.7,458.1,458.1,458.1,458.1,458.1,458.1,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1023.5,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1362.6,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,1718.1,#N/A,1890.6,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,1906.2,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.9,2060.4,2670.6,2670.6,2670.6,2670.6,2670.6,2670.6,2670.6,2670.6,2678,2678,2678,2678,2678,2678,2678,2678,2876.5,2876.5,2876.5,2876.5,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,2876.4,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9,3059.9
1982:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,454.6,454,454,468.2,468.2,468.2,468.2,461.2,461.2,461.2,461.2,461.2,461.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1027.2,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1369.8,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,1729.3,#N/A,1903.7,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,1919.3,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.9,2079.3,2695.8,2695.8,2695.8,2695.8,2695.8,2695.8,2695.8,2695.8,2703.2,2703.2,2703.2,2703.2,2703.2,2703.2,2703.2,2703.2,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6,3083.6
1982:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,457,456.6,470.4,470.4,470.4,470.4,465.1,465.1,465.1,465.1,465.1,465.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1038.1,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1386.2,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,1754.6,#N/A,1931.5,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,1948.6,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.8,2116.2,2740.9,2740.9,2740.9,2740.9,2740.9,2740.9,2740.9,2740.9,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,2952.5,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3,3131.3
1983:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,458.1,472,472,472,472,466.8,466.8,466.8,466.8,466.8,466.8,1044.5,1044.5,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1044.6,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1396.9,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,1773.4,#N/A,1949.8,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,1971.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2145.1,2144.6,2776.9,2776.9,2776.9,2776.9,2776.9,2776.9,2776.9,2776.9,2784.5,2784.5,2784.5,2784.5,2784.5,2784.5,2784.5,2784.5,2990.9,2990.9,2990.9,2990.9,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,2990.8,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173
1983:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,479.8,479.4,479.4,479.4,475.1,475.1,475.1,475.1,475.1,475.1,1059.7,1059.7,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1059.4,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,1801.6,#N/A,1979.9,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2003.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2176.1,2175.6,2812.5,2812.5,2812.5,2812.5,2812.5,2812.5,2812.5,2812.5,2820,2820,2820,2820,2820,2820,2820,2820,3028.8,3028.8,3028.8,3028.8,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2,3216.2
1983:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,481.1,480.1,480.1,477.6,477.6,477.6,477.6,477.6,477.6,1066.5,1066.5,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1068.3,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1428.6,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,1819.1,#N/A,2000.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2025.3,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2208.2,2207.7,2852.8,2852.8,2852.8,2852.8,2852.8,2852.8,2852.8,2852.8,2860.5,2860.5,2860.5,2860.5,2860.5,2860.5,2860.5,2860.5,3071.4,3071.4,3071.4,3071.4,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3071.3,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6,3263.6
1983:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,485.3,484.4,482,482,482,482,482,482,1076.1,1076.1,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1078.6,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1443.9,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,1841.8,#N/A,2025.3,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2051.2,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.5,2233.1,2882,2882,2882,2882,2882,2882,2882,2882,2889.6,2889.6,2889.6,2889.6,2889.6,2889.6,2889.6,2889.6,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3102.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3,3297.3
1984:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,486.9,483.4,483.4,483.4,483.4,483.4,483.4,1080.5,1080.5,1083,1083,1083,1083,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1453.6,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,1855.2,#N/A,2041.8,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2066.2,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2241.1,2240.6,2896.2,2896.2,2896.2,2896.2,2896.2,2896.2,2896.2,2896.2,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,2903.9,3117.1,3117.1,3117.1,3117.1,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3117,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,3312
1984:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,488,488.9,488.9,488.9,488.9,488.9,1092.6,1092.6,1094.6,1094.6,1094.6,1094.6,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1096.1,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1465.8,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,1870.5,#N/A,2058.8,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2082.9,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2262.6,2920.6,2920.6,2920.6,2920.6,2920.6,2920.6,2920.6,2920.6,2928.3,2928.3,2928.3,2928.3,2928.3,2928.3,2928.3,2928.3,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338
1984:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,491.5,493.5,493.5,493.5,493.5,1094.3,1094.3,1102.8,1102.8,1102.8,1102.8,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,#N/A,2082.9,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2291.6,2958.7,2958.7,2958.7,2958.7,2958.7,2958.7,2958.7,2958.7,2966.5,2966.5,2966.5,2966.5,2966.5,2966.5,2966.5,2966.5,3183.9,3183.9,3183.9,3183.9,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3183.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8,3379.8
