DATE,RGF65Q4,RGF66Q1,RGF66Q2,RGF66Q3,RGF66Q4,RGF67Q1,RGF67Q2,RGF67Q3,RGF67Q4,RGF68Q1,RGF68Q2,RGF68Q3,RGF68Q4,RGF69Q1,RGF69Q2,RGF69Q3,RGF69Q4,RGF70Q1,RGF70Q2,RGF70Q3,RGF70Q4,RGF71Q1,RGF71Q2,RGF71Q3,RGF71Q4,RGF72Q1,RGF72Q2,RGF72Q3,RGF72Q4,RGF73Q1,RGF73Q2,RGF73Q3,RGF73Q4,RGF74Q1,RGF74Q2,RGF74Q3,RGF74Q4,RGF75Q1,RGF75Q2,RGF75Q3,RGF75Q4,RGF76Q1,RGF76Q2,RGF76Q3,RGF76Q4,RGF77Q1,RGF77Q2,RGF77Q3,RGF77Q4,RGF78Q1,RGF78Q2,RGF78Q3,RGF78Q4,RGF79Q1,RGF79Q2,RGF79Q3,RGF79Q4,RGF80Q1,RGF80Q2,RGF80Q3,RGF80Q4,RGF81Q1,RGF81Q2,RGF81Q3,RGF81Q4,RGF82Q1,RGF82Q2,RGF82Q3,RGF82Q4,RGF83Q1,RGF83Q2,RGF83Q3,RGF83Q4,RGF84Q1,RGF84Q2,RGF84Q3,RGF84Q4,RGF85Q1,RGF85Q2,RGF85Q3,RGF85Q4,RGF86Q1,RGF86Q2,RGF86Q3,RGF86Q4,RGF87Q1,RGF87Q2,RGF87Q3,RGF87Q4,RGF88Q1,RGF88Q2,RGF88Q3,RGF88Q4,RGF89Q1,RGF89Q2,RGF89Q3,RGF89Q4,RGF90Q1,RGF90Q2,RGF90Q3,RGF90Q4,RGF91Q1,RGF91Q2,RGF91Q3,RGF91Q4,RGF92Q1,RGF92Q2,RGF92Q3,RGF92Q4,RGF93Q1,RGF93Q2,RGF93Q3,RGF93Q4,RGF94Q1,RGF94Q2,RGF94Q3,RGF94Q4,RGF95Q1,RGF95Q2,RGF95Q3,RGF95Q4,RGF96Q1,RGF96Q2,RGF96Q3,RGF96Q4,RGF97Q1,RGF97Q2,RGF97Q3,RGF97Q4,RGF98Q1,RGF98Q2,RGF98Q3,RGF98Q4,RGF99Q1,RGF99Q2,RGF99Q3,RGF99Q4,RGF00Q1,RGF00Q2,RGF00Q3,RGF00Q4,RGF01Q1,RGF01Q2,RGF01Q3,RGF01Q4,RGF02Q1,RGF02Q2,RGF02Q3,RGF02Q4,RGF03Q1,RGF03Q2,RGF03Q3,RGF03Q4,RGF04Q1,RGF04Q2,RGF04Q3,RGF04Q4,RGF05Q1,RGF05Q2,RGF05Q3,RGF05Q4,RGF06Q1,RGF06Q2,RGF06Q3,RGF06Q4,RGF07Q1,RGF07Q2,RGF07Q3,RGF07Q4,RGF08Q1,RGF08Q2,RGF08Q3,RGF08Q4,RGF09Q1,RGF09Q2,RGF09Q3,RGF09Q4,RGF10Q1,RGF10Q2,RGF10Q3,RGF10Q4,RGF11Q1,RGF11Q2,RGF11Q3,RGF11Q4,RGF12Q1,RGF12Q2,RGF12Q3,RGF12Q4,RGF13Q1,RGF13Q2,RGF13Q3,RGF13Q4,RGF14Q1,RGF14Q2,RGF14Q3,RGF14Q4,RGF15Q1,RGF15Q2,RGF15Q3,RGF15Q4,RGF16Q1,RGF16Q2,RGF16Q3,RGF16Q4,RGF17Q1,RGF17Q2,RGF17Q3,RGF17Q4,RGF18Q1,RGF18Q2,RGF18Q3,RGF18Q4,RGF19Q1,RGF19Q2,RGF19Q3,RGF19Q4,RGF20Q1,RGF20Q2,RGF20Q3,RGF20Q4,RGF21Q1,RGF21Q2,RGF21Q3,RGF21Q4,RGF22Q1
1968:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.1,78.1,78.1,78.1,77.3,77.3,77.3,77.3,77.5,77.5,77.5,77.5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,127.8,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,362.3,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,356.4,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,480.5,#N/A,502.1729,#N/A,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,502.8,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,651.4,651.4,651.4,651.4,651.4,651.4,651.4,651.4,651.7,651.7,651.7,651.7,651.7,651.7,651.7,651.7,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7,765.7
1968:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.1,80.1,80.1,79.6,79.6,79.6,79.6,79.1,79.1,79.1,79.1,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,361.3,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,355.9,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,477.7,#N/A,498.6649,#N/A,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,499.3,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,532.6,646.1,646.1,646.1,646.1,646.1,646.1,646.1,646.1,646.5,646.5,646.5,646.5,646.5,646.5,646.5,646.5,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,701.2,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5,761.5
1968:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.5,79.5,79.2,79.2,79.2,79.2,78.9,78.9,78.9,78.9,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,129.5,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,128.8,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,310.4,352.6,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,473.6,#N/A,495.1038,#N/A,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,495.7,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,640.6,640.6,640.6,640.6,640.6,640.6,640.6,640.6,640.9,640.9,640.9,640.9,640.9,640.9,640.9,640.9,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,697.4,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2,757.2
1968:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.4,79.3,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.6,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,126.5,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,352.8,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,349.7,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,473.5,#N/A,493.9876,#N/A,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,494.5,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,636.7,636.7,636.7,636.7,636.7,636.7,636.7,636.7,637,637,637,637,637,637,637,637,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6
1969:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.3,78.3,78.3,78.3,78,78,78,78,76.3,76.3,76.3,76.3,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.9,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,344.9,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,#N/A,487.8221,#N/A,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,633.2,633.2,633.2,633.2,633.2,633.2,633.2,633.2,633.4,633.4,633.4,633.4,633.4,633.4,633.4,633.4,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1,751.1
1969:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.3,76.3,76.3,75.8,75.8,75.8,75.8,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,299.8,348.2,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,462.5,#N/A,483.6763,#N/A,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,484.1,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,623.2,623.2,623.2,623.2,623.2,623.2,623.2,623.2,623.3,623.3,623.3,623.3,623.3,623.3,623.3,623.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,683.3,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8,741.8
1969:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.5,75.5,75.2,75.2,75.2,75.2,73.2,73.2,73.2,73.2,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,72.3,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,342.8,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,339.3,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,459.8,#N/A,481.1782,#N/A,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,513.9,623.6,623.6,623.6,623.6,623.6,623.6,623.6,623.6,623.8,623.8,623.8,623.8,623.8,623.8,623.8,623.8,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,684.7,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2
1969:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.4,73.9,73.8,73.8,73.8,73.8,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,119.1,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,341,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,335.4,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,#N/A,471.5578,#N/A,472,472,472,472,472,472,472,472,472,472,472,472,472,472,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,500.1,606.9,606.9,606.9,606.9,606.9,606.9,606.9,606.9,607.1,607.1,607.1,607.1,607.1,607.1,607.1,607.1,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,669.2,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3
1970:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.3,71.1,71.1,71.1,71.1,69.4,69.4,69.4,69.4,69,69,69,69,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,331.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,439.7,#N/A,460.2366,#N/A,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,490.2,594.9,594.9,594.9,594.9,594.9,594.9,594.9,594.9,595.1,595.1,595.1,595.1,595.1,595.1,595.1,595.1,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
1970:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.1,67.8,67.8,67.8,65.3,65.3,65.3,65.3,64.8,64.8,64.8,64.8,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,110.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,315.8,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,315.1,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,428.5,#N/A,448.9154,#N/A,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,576.3,576.3,576.3,576.3,576.3,576.3,576.3,576.3,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,640.7,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2,695.2
1970:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.2,66.2,66.2,63.8,63.8,63.8,63.8,62.9,62.9,62.9,62.9,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.8,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,312.6,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,#N/A,441.7931,#N/A,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,442.2,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,467.9,567.7,567.7,567.7,567.7,567.7,567.7,567.7,567.7,567.9,567.9,567.9,567.9,567.9,567.9,567.9,567.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,632.9,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7,686.7
1970:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.8,65.5,63.2,63.2,63.2,63.2,62.1,62.1,62.1,62.1,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,260.4,308,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,418.3,#N/A,438.0725,#N/A,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,438.6,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,465.4,564.7,564.7,564.7,564.7,564.7,564.7,564.7,564.7,564.8,564.8,564.8,564.8,564.8,564.8,564.8,564.8,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1,684.1
1971:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.1,61.5,61.5,61.3,61.3,60.2,60.2,60.2,60.2,60.1,60.1,60.1,60.1,60.2,60.2,60.2,60.2,60.2,60.2,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.7,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,255.5,300.8,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,406.6,#N/A,424.4127,#N/A,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,425.1,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,447.3,542.7,542.7,542.7,542.7,542.7,542.7,542.7,542.7,542.8,542.8,542.8,542.8,542.8,542.8,542.8,542.8,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,610.2,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1,662.1
