DATE,RATESAV65Q4,RATESAV66Q1,RATESAV66Q2,RATESAV66Q3,RATESAV66Q4,RATESAV67Q1,RATESAV67Q2,RATESAV67Q3,RATESAV67Q4,RATESAV68Q1,RATESAV68Q2,RATESAV68Q3,RATESAV68Q4,RATESAV69Q1,RATESAV69Q2,RATESAV69Q3,RATESAV69Q4,RATESAV70Q1,RATESAV70Q2,RATESAV70Q3,RATESAV70Q4,RATESAV71Q1,RATESAV71Q2,RATESAV71Q3,RATESAV71Q4,RATESAV72Q1,RATESAV72Q2,RATESAV72Q3,RATESAV72Q4,RATESAV73Q1,RATESAV73Q2,RATESAV73Q3,RATESAV73Q4,RATESAV74Q1,RATESAV74Q2,RATESAV74Q3,RATESAV74Q4,RATESAV75Q1,RATESAV75Q2,RATESAV75Q3,RATESAV75Q4,RATESAV76Q1,RATESAV76Q2,RATESAV76Q3,RATESAV76Q4,RATESAV77Q1,RATESAV77Q2,RATESAV77Q3,RATESAV77Q4,RATESAV78Q1,RATESAV78Q2,RATESAV78Q3,RATESAV78Q4,RATESAV79Q1,RATESAV79Q2,RATESAV79Q3,RATESAV79Q4,RATESAV80Q1,RATESAV80Q2,RATESAV80Q3,RATESAV80Q4,RATESAV81Q1,RATESAV81Q2,RATESAV81Q3,RATESAV81Q4,RATESAV82Q1,RATESAV82Q2,RATESAV82Q3,RATESAV82Q4,RATESAV83Q1,RATESAV83Q2,RATESAV83Q3,RATESAV83Q4,RATESAV84Q1,RATESAV84Q2,RATESAV84Q3,RATESAV84Q4,RATESAV85Q1,RATESAV85Q2,RATESAV85Q3,RATESAV85Q4,RATESAV86Q1,RATESAV86Q2,RATESAV86Q3,RATESAV86Q4,RATESAV87Q1,RATESAV87Q2,RATESAV87Q3,RATESAV87Q4,RATESAV88Q1,RATESAV88Q2,RATESAV88Q3,RATESAV88Q4,RATESAV89Q1,RATESAV89Q2,RATESAV89Q3,RATESAV89Q4,RATESAV90Q1,RATESAV90Q2,RATESAV90Q3,RATESAV90Q4,RATESAV91Q1,RATESAV91Q2,RATESAV91Q3,RATESAV91Q4,RATESAV92Q1,RATESAV92Q2,RATESAV92Q3,RATESAV92Q4,RATESAV93Q1,RATESAV93Q2,RATESAV93Q3,RATESAV93Q4,RATESAV94Q1,RATESAV94Q2,RATESAV94Q3,RATESAV94Q4,RATESAV95Q1,RATESAV95Q2,RATESAV95Q3,RATESAV95Q4,RATESAV96Q1,RATESAV96Q2,RATESAV96Q3,RATESAV96Q4,RATESAV97Q1,RATESAV97Q2,RATESAV97Q3,RATESAV97Q4,RATESAV98Q1,RATESAV98Q2,RATESAV98Q3,RATESAV98Q4,RATESAV99Q1,RATESAV99Q2,RATESAV99Q3,RATESAV99Q4,RATESAV00Q1,RATESAV00Q2,RATESAV00Q3,RATESAV00Q4,RATESAV01Q1,RATESAV01Q2,RATESAV01Q3,RATESAV01Q4,RATESAV02Q1,RATESAV02Q2,RATESAV02Q3,RATESAV02Q4,RATESAV03Q1,RATESAV03Q2,RATESAV03Q3,RATESAV03Q4,RATESAV04Q1,RATESAV04Q2,RATESAV04Q3,RATESAV04Q4,RATESAV05Q1,RATESAV05Q2,RATESAV05Q3,RATESAV05Q4,RATESAV06Q1,RATESAV06Q2,RATESAV06Q3,RATESAV06Q4,RATESAV07Q1,RATESAV07Q2,RATESAV07Q3,RATESAV07Q4,RATESAV08Q1,RATESAV08Q2,RATESAV08Q3,RATESAV08Q4,RATESAV09Q1,RATESAV09Q2,RATESAV09Q3,RATESAV09Q4,RATESAV10Q1,RATESAV10Q2,RATESAV10Q3,RATESAV10Q4,RATESAV11Q1,RATESAV11Q2,RATESAV11Q3,RATESAV11Q4,RATESAV12Q1,RATESAV12Q2,RATESAV12Q3,RATESAV12Q4,RATESAV13Q1,RATESAV13Q2,RATESAV13Q3,RATESAV13Q4,RATESAV14Q1,RATESAV14Q2,RATESAV14Q3,RATESAV14Q4,RATESAV15Q1,RATESAV15Q2,RATESAV15Q3,RATESAV15Q4,RATESAV16Q1,RATESAV16Q2,RATESAV16Q3,RATESAV16Q4,RATESAV17Q1,RATESAV17Q2,RATESAV17Q3,RATESAV17Q4,RATESAV18Q1,RATESAV18Q2,RATESAV18Q3,RATESAV18Q4,RATESAV19Q1,RATESAV19Q2,RATESAV19Q3,RATESAV19Q4,RATESAV20Q1,RATESAV20Q2,RATESAV20Q3,RATESAV20Q4,RATESAV21Q1,RATESAV21Q2,RATESAV21Q3,RATESAV21Q4,RATESAV22Q1
1978:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.8979,5.9212,5.9212,5.9212,5.9212,5.3477,5.3477,5.3477,5.3477,5.3477,5.3477,6.0515,6.0515,6.0515,6.0515,6.0515,6.0515,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,6.7155,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,7.2954,6.906,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,6.8859,7.2512,7.2512,7.2512,7.2512,7.2512,7.7854,7.7854,7.7854,7.7854,7.7854,7.7854,7.7854,7.7854,7.7854,7.7854,#N/A,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3636,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,9.3573,#N/A,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,9.3852,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,10.8836,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403,11.3403
1978:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.287,5.3234,5.3234,5.3234,4.9537,4.9537,4.9537,4.9537,4.9537,4.9537,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,5.7604,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.9478,6.625,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.5991,6.8255,6.8255,6.8255,6.8255,6.8255,7.105,7.105,7.105,7.105,7.105,7.105,7.105,7.105,7.105,7.105,#N/A,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.6005,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,8.4833,#N/A,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,8.4939,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,9.8641,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771,10.3771
1978:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0795,5.1757,5.1757,4.8019,4.8019,4.8019,4.8019,4.8019,4.8019,4.9524,4.9524,4.9524,4.9524,4.9524,4.9524,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,5.9818,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,7.0221,6.897,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.8719,6.9895,6.9895,6.9895,6.9895,6.9895,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,#N/A,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.9739,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,8.8194,#N/A,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,8.8075,10.0909,10.0909,10.0909,10.0909,10.0909,10.0909,10.0909,10.0909,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.0969,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563,10.6563
1978:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.7836,4.822,4.6891,4.6891,4.6891,4.6891,4.6891,4.6891,4.8204,4.8204,4.8204,4.8204,4.8204,4.8204,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,5.8339,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1512,7.1516,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.1211,7.4164,7.4164,7.4164,7.4164,7.4164,7.6566,7.6566,7.6566,7.6566,7.6566,7.6566,7.6566,7.6566,7.6566,7.6566,#N/A,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,9.0936,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,8.807,#N/A,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,8.7736,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.0678,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508,10.508
1979:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1743,5.0375,5.0375,5.0375,5.0375,5.0375,5.0375,5.3031,5.3031,5.3031,5.3031,5.3031,5.3031,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,6.1732,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.3683,7.1344,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.1106,7.6354,7.6354,7.6354,7.6354,7.6354,7.9333,7.9333,7.9333,7.9333,7.9333,7.9333,7.9333,7.9333,7.9333,7.9333,#N/A,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.4359,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,9.387,#N/A,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,9.3135,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,10.5688,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314,11.1314
1979:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.4442,5.3631,5.3631,5.3631,5.3631,5.3631,5.6362,5.6362,5.6362,5.6362,5.6362,5.6362,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.0702,7.1362,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.113,7.4817,7.4817,7.4817,7.4817,7.4817,7.7946,7.7946,7.7946,7.7946,7.7946,7.7946,7.7946,7.7946,7.7946,7.7946,#N/A,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,9.1836,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,8.7831,#N/A,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,8.7263,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,9.8431,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791,10.3791
1979:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.087,4.2866,4.2866,4.2866,4.2866,5.3672,5.3672,5.3672,5.3672,5.3672,5.3672,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,5.889,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.7089,6.9866,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,7.1217,7.1217,7.1217,7.1217,7.1217,7.4575,7.4575,7.4575,7.4575,7.4575,7.4575,7.4575,7.4575,7.4575,7.4575,#N/A,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.8668,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,8.4128,#N/A,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,8.3508,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.3854,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183,9.9183
1979:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.3298,3.547,3.547,3.547,4.719,4.719,4.719,4.719,4.719,4.719,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,5.0907,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.2072,6.978,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,6.9561,7.187,7.187,7.187,7.187,7.187,7.5228,7.5228,7.5228,7.5228,7.5228,7.5228,7.5228,7.5228,7.5228,7.5228,#N/A,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,9.2078,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,8.9318,#N/A,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,8.8003,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.5008,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153,9.8153
1980:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.3919,3.7067,3.7067,4.8949,4.8949,4.8949,4.8949,4.8949,4.8949,5.5408,5.5408,5.5408,5.5408,5.6895,5.6895,5.6895,5.6895,5.6895,5.6895,5.6895,5.6895,5.6895,5.6895,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,6.8529,7.5091,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.8198,7.8198,7.8198,7.8198,7.8198,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,#N/A,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.8162,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,9.5113,#N/A,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,8.9864,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,9.7482,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056,10.056
1980:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.7263,4.9149,6.1656,6.1656,6.1656,6.1656,6.1656,6.1656,6.0977,6.0977,6.0977,6.0977,6.3247,6.3247,6.3247,6.3247,6.3247,6.3247,6.3247,6.3247,6.3247,6.3247,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.1077,7.6955,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,7.6692,8.1106,8.1106,8.1106,8.1106,8.1106,8.4585,8.4585,8.4585,8.4585,8.4585,8.4585,8.4585,8.4585,8.4585,8.4585,#N/A,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,10.253,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,9.9223,#N/A,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,9.8032,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,10.4856,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083,11.3083
