DATE,rinvbf65Q4,rinvbf66Q1,rinvbf66Q2,rinvbf66Q3,rinvbf66Q4,rinvbf67Q1,rinvbf67Q2,rinvbf67Q3,rinvbf67Q4,rinvbf68Q1,rinvbf68Q2,rinvbf68Q3,rinvbf68Q4,rinvbf69Q1,rinvbf69Q2,rinvbf69Q3,rinvbf69Q4,rinvbf70Q1,rinvbf70Q2,rinvbf70Q3,rinvbf70Q4,rinvbf71Q1,rinvbf71Q2,rinvbf71Q3,rinvbf71Q4,rinvbf72Q1,rinvbf72Q2,rinvbf72Q3,rinvbf72Q4,rinvbf73Q1,rinvbf73Q2,rinvbf73Q3,rinvbf73Q4,rinvbf74Q1,rinvbf74Q2,rinvbf74Q3,rinvbf74Q4,rinvbf75Q1,rinvbf75Q2,rinvbf75Q3,rinvbf75Q4,rinvbf76Q1,rinvbf76Q2,rinvbf76Q3,rinvbf76Q4,rinvbf77Q1,rinvbf77Q2,rinvbf77Q3,rinvbf77Q4,rinvbf78Q1,rinvbf78Q2,rinvbf78Q3,rinvbf78Q4,rinvbf79Q1,rinvbf79Q2,rinvbf79Q3,rinvbf79Q4,rinvbf80Q1,rinvbf80Q2,rinvbf80Q3,rinvbf80Q4,rinvbf81Q1,rinvbf81Q2,rinvbf81Q3,rinvbf81Q4,rinvbf82Q1,rinvbf82Q2,rinvbf82Q3,rinvbf82Q4,rinvbf83Q1,rinvbf83Q2,rinvbf83Q3,rinvbf83Q4,rinvbf84Q1,rinvbf84Q2,rinvbf84Q3,rinvbf84Q4,rinvbf85Q1,rinvbf85Q2,rinvbf85Q3,rinvbf85Q4,rinvbf86Q1,rinvbf86Q2,rinvbf86Q3,rinvbf86Q4,rinvbf87Q1,rinvbf87Q2,rinvbf87Q3,rinvbf87Q4,rinvbf88Q1,rinvbf88Q2,rinvbf88Q3,rinvbf88Q4,rinvbf89Q1,rinvbf89Q2,rinvbf89Q3,rinvbf89Q4,rinvbf90Q1,rinvbf90Q2,rinvbf90Q3,rinvbf90Q4,rinvbf91Q1,rinvbf91Q2,rinvbf91Q3,rinvbf91Q4,rinvbf92Q1,rinvbf92Q2,rinvbf92Q3,rinvbf92Q4,rinvbf93Q1,rinvbf93Q2,rinvbf93Q3,rinvbf93Q4,rinvbf94Q1,rinvbf94Q2,rinvbf94Q3,rinvbf94Q4,rinvbf95Q1,rinvbf95Q2,rinvbf95Q3,rinvbf95Q4,rinvbf96Q1,rinvbf96Q2,rinvbf96Q3,rinvbf96Q4,rinvbf97Q1,rinvbf97Q2,rinvbf97Q3,rinvbf97Q4,rinvbf98Q1,rinvbf98Q2,rinvbf98Q3,rinvbf98Q4,rinvbf99Q1,rinvbf99Q2,rinvbf99Q3,rinvbf99Q4,rinvbf00Q1,rinvbf00Q2,rinvbf00Q3,rinvbf00Q4,rinvbf01Q1,rinvbf01Q2,rinvbf01Q3,rinvbf01Q4,rinvbf02Q1,rinvbf02Q2,rinvbf02Q3,rinvbf02Q4,rinvbf03Q1,rinvbf03Q2,rinvbf03Q3,rinvbf03Q4,rinvbf04Q1,rinvbf04Q2,rinvbf04Q3,rinvbf04Q4,rinvbf05Q1,rinvbf05Q2,rinvbf05Q3,rinvbf05Q4,rinvbf06Q1,rinvbf06Q2,rinvbf06Q3,rinvbf06Q4,rinvbf07Q1,rinvbf07Q2,rinvbf07Q3,rinvbf07Q4,rinvbf08Q1,rinvbf08Q2,rinvbf08Q3,rinvbf08Q4,rinvbf09Q1,rinvbf09Q2,rinvbf09Q3,rinvbf09Q4,rinvbf10Q1,rinvbf10Q2,rinvbf10Q3,rinvbf10Q4,rinvbf11Q1,rinvbf11Q2,rinvbf11Q3,rinvbf11Q4,rinvbf12Q1,rinvbf12Q2,rinvbf12Q3,rinvbf12Q4,rinvbf13Q1,rinvbf13Q2,rinvbf13Q3,rinvbf13Q4,rinvbf14Q1,rinvbf14Q2,rinvbf14Q3,rinvbf14Q4,rinvbf15Q1,rinvbf15Q2,rinvbf15Q3,rinvbf15Q4,rinvbf16Q1,rinvbf16Q2,rinvbf16Q3,rinvbf16Q4,rinvbf17Q1,rinvbf17Q2,rinvbf17Q3,rinvbf17Q4,rinvbf18Q1,rinvbf18Q2,rinvbf18Q3,rinvbf18Q4,rinvbf19Q1,rinvbf19Q2,rinvbf19Q3,rinvbf19Q4,rinvbf20Q1,rinvbf20Q2,rinvbf20Q3,rinvbf20Q4,rinvbf21Q1,rinvbf21Q2,rinvbf21Q3,rinvbf21Q4,rinvbf22Q1
1977:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.7,127.6,127.6,130.8,130.8,130.8,130.8,130.8,130.8,130.8,130.8,130.8,130.8,141.6,141.6,141.6,141.6,141.6,141.6,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,327.8,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,366.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,374.6,#N/A,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,374.7,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,360,360,360,360,360,360,360,360,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,471.3,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6,457.6
1977:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130.2,128.9,132.5,132.5,132.5,132.5,131.7,131.7,131.7,131.7,131.7,131.7,146.3,146.3,146.3,146.3,146.3,146.3,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,146.5,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,387.1,#N/A,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,373.4,373.4,373.4,373.4,373.4,373.4,373.4,373.4,372.1,372.1,372.1,372.1,372.1,372.1,372.1,372.1,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,485.7,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5,471.5
1978:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129.4,133.8,133.8,133.8,133.8,133.1,133.1,133.1,133.1,133.1,133.1,145.7,145.7,145.7,145.7,145.7,145.7,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,389.1,#N/A,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,390.5,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,363.9,377.1,377.1,377.1,377.1,377.1,377.1,377.1,377.1,375.7,375.7,375.7,375.7,375.7,375.7,375.7,375.7,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7
1978:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138.6,140.5,140.5,140.5,140.3,140.3,140.3,140.3,140.3,140.3,153.5,153.5,153.5,153.5,153.5,153.5,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,363.6,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,#N/A,421.9,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,394.6,408.8,408.8,408.8,408.8,408.8,408.8,408.8,408.8,407.4,407.4,407.4,407.4,407.4,407.4,407.4,407.4,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,527.8,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5,512.5
1978:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140.4,141.7,141.7,141.6,141.6,141.6,141.6,141.6,141.6,155,155,155,155,155,155,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,161.6,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,369.4,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,433.8,#N/A,435.3,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,408.6,423.5,423.5,423.5,423.5,423.5,423.5,423.5,423.5,422,422,422,422,422,422,422,422,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9,529.9
1978:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143.5,144.9,145.5,145.5,145.5,145.5,145.5,145.5,159.4,159.4,159.4,159.4,159.4,159.4,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,434.3,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,446.5,#N/A,448.6,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,448.7,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,437.5,437.5,437.5,437.5,437.5,437.5,437.5,437.5,435.9,435.9,435.9,435.9,435.9,435.9,435.9,435.9,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,563.4,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547
1979:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.9,147.2,147.2,147.2,147.2,147.2,147.2,161.4,161.4,161.4,161.4,161.4,161.4,168,168,168,168,168,168,168,168,168,168,168,168,168,168,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,456.8,#N/A,459.3,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,459.4,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,431.3,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,445.4,445.4,445.4,445.4,445.4,445.4,445.4,445.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6
1979:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.4,146.9,146.9,146.9,146.9,146.9,161.3,161.3,161.3,161.3,161.3,161.3,168,168,168,168,168,168,168,168,168,168,168,168,168,168,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,384.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,442.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,#N/A,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,458.7,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,429.9,445.9,445.9,445.9,445.9,445.9,445.9,445.9,445.9,444,444,444,444,444,444,444,444,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,575.8,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1,559.1
1979:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.2,150.7,150.7,150.7,150.7,166.4,166.4,166.4,166.4,166.4,166.4,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,172.9,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,394.2,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,454.7,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,470.3,#N/A,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,443.3,459.9,459.9,459.9,459.9,459.9,459.9,459.9,459.9,457.9,457.9,457.9,457.9,457.9,457.9,457.9,457.9,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6,575.6
1979:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148,150.5,150.5,150.5,164.1,164.1,164.1,164.1,164.1,164.1,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,170.9,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,394.8,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,453.4,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,#N/A,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,474.8,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,444.5,461.1,461.1,461.1,461.1,461.1,461.1,461.1,461.1,459,459,459,459,459,459,459,459,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2,577.2
1980:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,151,151.2,151.2,165,165,165,165,165,165,171.9,171.9,171.9,171.9,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,397.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,457.7,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,475.8,#N/A,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,449.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,466.3,464.1,464.1,464.1,464.1,464.1,464.1,464.1,464.1,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,600.9,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5,583.5
1980:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143.9,145.3,156.1,156.1,156.1,156.1,156.1,156.1,162.4,162.4,162.4,162.4,162.2,162.2,162.2,162.2,162.2,162.2,162.2,162.2,162.2,162.2,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,372.9,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,430.7,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,450.4,#N/A,455.8,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,426.5,442.7,442.7,442.7,442.7,442.7,442.7,442.7,442.7,440.5,440.5,440.5,440.5,440.5,440.5,440.5,440.5,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,573.1,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5,556.5
