DATE,RCON65Q4,RCON66Q1,RCON66Q2,RCON66Q3,RCON66Q4,RCON67Q1,RCON67Q2,RCON67Q3,RCON67Q4,RCON68Q1,RCON68Q2,RCON68Q3,RCON68Q4,RCON69Q1,RCON69Q2,RCON69Q3,RCON69Q4,RCON70Q1,RCON70Q2,RCON70Q3,RCON70Q4,RCON71Q1,RCON71Q2,RCON71Q3,RCON71Q4,RCON72Q1,RCON72Q2,RCON72Q3,RCON72Q4,RCON73Q1,RCON73Q2,RCON73Q3,RCON73Q4,RCON74Q1,RCON74Q2,RCON74Q3,RCON74Q4,RCON75Q1,RCON75Q2,RCON75Q3,RCON75Q4,RCON76Q1,RCON76Q2,RCON76Q3,RCON76Q4,RCON77Q1,RCON77Q2,RCON77Q3,RCON77Q4,RCON78Q1,RCON78Q2,RCON78Q3,RCON78Q4,RCON79Q1,RCON79Q2,RCON79Q3,RCON79Q4,RCON80Q1,RCON80Q2,RCON80Q3,RCON80Q4,RCON81Q1,RCON81Q2,RCON81Q3,RCON81Q4,RCON82Q1,RCON82Q2,RCON82Q3,RCON82Q4,RCON83Q1,RCON83Q2,RCON83Q3,RCON83Q4,RCON84Q1,RCON84Q2,RCON84Q3,RCON84Q4,RCON85Q1,RCON85Q2,RCON85Q3,RCON85Q4,RCON86Q1,RCON86Q2,RCON86Q3,RCON86Q4,RCON87Q1,RCON87Q2,RCON87Q3,RCON87Q4,RCON88Q1,RCON88Q2,RCON88Q3,RCON88Q4,RCON89Q1,RCON89Q2,RCON89Q3,RCON89Q4,RCON90Q1,RCON90Q2,RCON90Q3,RCON90Q4,RCON91Q1,RCON91Q2,RCON91Q3,RCON91Q4,RCON92Q1,RCON92Q2,RCON92Q3,RCON92Q4,RCON93Q1,RCON93Q2,RCON93Q3,RCON93Q4,RCON94Q1,RCON94Q2,RCON94Q3,RCON94Q4,RCON95Q1,RCON95Q2,RCON95Q3,RCON95Q4,RCON96Q1,RCON96Q2,RCON96Q3,RCON96Q4,RCON97Q1,RCON97Q2,RCON97Q3,RCON97Q4,RCON98Q1,RCON98Q2,RCON98Q3,RCON98Q4,RCON99Q1,RCON99Q2,RCON99Q3,RCON99Q4,RCON00Q1,RCON00Q2,RCON00Q3,RCON00Q4,RCON01Q1,RCON01Q2,RCON01Q3,RCON01Q4,RCON02Q1,RCON02Q2,RCON02Q3,RCON02Q4,RCON03Q1,RCON03Q2,RCON03Q3,RCON03Q4,RCON04Q1,RCON04Q2,RCON04Q3,RCON04Q4,RCON05Q1,RCON05Q2,RCON05Q3,RCON05Q4,RCON06Q1,RCON06Q2,RCON06Q3,RCON06Q4,RCON07Q1,RCON07Q2,RCON07Q3,RCON07Q4,RCON08Q1,RCON08Q2,RCON08Q3,RCON08Q4,RCON09Q1,RCON09Q2,RCON09Q3,RCON09Q4,RCON10Q1,RCON10Q2,RCON10Q3,RCON10Q4,RCON11Q1,RCON11Q2,RCON11Q3,RCON11Q4,RCON12Q1,RCON12Q2,RCON12Q3,RCON12Q4,RCON13Q1,RCON13Q2,RCON13Q3,RCON13Q4,RCON14Q1,RCON14Q2,RCON14Q3,RCON14Q4,RCON15Q1,RCON15Q2,RCON15Q3,RCON15Q4,RCON16Q1,RCON16Q2,RCON16Q3,RCON16Q4,RCON17Q1,RCON17Q2,RCON17Q3,RCON17Q4,RCON18Q1,RCON18Q2,RCON18Q3,RCON18Q4,RCON19Q1,RCON19Q2,RCON19Q3,RCON19Q4,RCON20Q1,RCON20Q2,RCON20Q3,RCON20Q4,RCON21Q1,RCON21Q2,RCON21Q3,RCON21Q4,RCON22Q1
1978:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,886.5,886.3,886.3,886.3,894.8,894.8,894.8,894.8,894.8,894.8,900.6,900.6,900.6,900.6,900.6,900.6,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,901.1,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,1960.8,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2394,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,2954.6,3082.8,3082.8,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3306.4,3695.9,3695.9,3695.9,3695.9,3695.9,3695.9,3695.9,3695.9,3694.2,3694.2,3694.2,3694.2,3694.2,3694.2,3694.2,3694.2,3915.7,3915.7,3915.7,3915.7,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,3915.6,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4161.9,4170,4170,4170
1978:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,893.7,895.1,895.1,905.3,905.3,905.3,905.3,905.3,905.3,911.2,911.2,911.2,911.2,911.2,911.2,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,908.6,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,1970.3,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2404.5,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,2968.2,3100.9,3100.9,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3143.1,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3320.8,3711.4,3711.4,3711.4,3711.4,3711.4,3711.4,3711.4,3711.4,3709.7,3709.7,3709.7,3709.7,3709.7,3709.7,3709.7,3709.7,3932.1,3932.1,3932.1,3932.1,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4179.4,4187.5,4187.5,4187.5
1978:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,910,911.8,920.3,920.3,920.3,920.3,920.3,920.3,923.4,923.4,923.4,923.4,923.4,923.4,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,919.2,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2421.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,2990.6,3127.5,3127.5,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3167.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3347.8,3741.3,3741.3,3741.3,3741.3,3741.3,3741.3,3741.3,3741.3,3739.6,3739.6,3739.6,3739.6,3739.6,3739.6,3739.6,3739.6,3963.6,3963.6,3963.6,3963.6,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,3963.5,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4213.1,4221.3,4221.3,4221.3
1979:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,915.7,921.8,921.8,921.8,921.8,921.8,921.8,925.5,925.5,925.5,925.5,925.5,925.5,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,921.2,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,1997.5,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,2437.9,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3008.1,3149.5,3149.5,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3188.6,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3365.3,3760.2,3760.2,3760.2,3760.2,3760.2,3760.2,3760.2,3760.2,3758.5,3758.5,3758.5,3758.5,3758.5,3758.5,3758.5,3758.5,3983.7,3983.7,3983.7,3983.7,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,3983.6,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4234.9,4243.2,4243.2,4243.2
1979:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,913.5,915,915,915,915,915,922.8,922.8,922.8,922.8,922.8,922.8,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,919.5,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,1994.1,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,2435.4,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3147.8,3147.8,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3184.3,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3758,3758,3758,3758,3758,3758,3758,3758,3756.3,3756.3,3756.3,3756.3,3756.3,3756.3,3756.3,3756.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,3981.3,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4232.2,4240.4,4240.4,4240.4
1979:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,924.8,925.9,925.9,925.9,925.9,933.4,933.4,933.4,933.4,933.4,933.4,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2007.9,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,2454.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3028.7,3179.9,3179.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3213.9,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3397.3,3794.9,3794.9,3794.9,3794.9,3794.9,3794.9,3794.9,3794.9,3793.2,3793.2,3793.2,3793.2,3793.2,3793.2,3793.2,3793.2,4020.5,4020.5,4020.5,4020.5,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4020.4,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4273.3,4281.7,4281.7,4281.7
1979:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,935.2,935.4,935.4,935.4,941.6,941.6,941.6,941.6,941.6,941.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,938.6,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,2465.4,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3040.2,3194.7,3194.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3225.7,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3407.1,3805,3805,3805,3805,3805,3805,3805,3805,3803.3,3803.3,3803.3,3803.3,3803.3,3803.3,3803.3,3803.3,4031.3,4031.3,4031.3,4031.3,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4031.2,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4292.3,4292.3,4292.3
1980:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,939,936.5,936.5,943.4,943.4,943.4,943.4,943.4,943.4,937,937,937,937,938.3,938.3,938.3,938.3,938.3,938.3,938.3,938.3,938.3,938.3,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2015.4,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,2464.6,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3037.2,3195.8,3195.8,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3222.4,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3401.7,3798.4,3798.4,3798.4,3798.4,3798.4,3798.4,3798.4,3798.4,3796.7,3796.7,3796.7,3796.7,3796.7,3796.7,3796.7,3796.7,4025.1,4025.1,4025.1,4025.1,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4277.9,4286.2,4286.2,4286.2
1980:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,913.6,910.8,919.3,919.3,919.3,919.3,919.3,919.3,915.8,915.8,915.8,915.8,919.6,919.6,919.6,919.6,919.6,919.6,919.6,919.6,919.6,919.6,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,1974.1,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2414.2,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,2968.8,3125.4,3125.4,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3149.2,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3325.8,3712.2,3712.2,3712.2,3712.2,3712.2,3712.2,3712.2,3712.2,3710.5,3710.5,3710.5,3710.5,3710.5,3710.5,3710.5,3710.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,3934.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4181.5,4189.7,4189.7,4189.7
1980:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,922.4,930.8,930.8,930.8,930.8,930.8,930.8,928,928,928,928,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,1996.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2440.3,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,2998.5,3158.8,3158.8,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3181.2,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,3752,3752,3752,3752,3752,3752,3752,3752,3750.3,3750.3,3750.3,3750.3,3750.3,3750.3,3750.3,3750.3,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,3976.9,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4227.4,4235.6,4235.6,4235.6
1980:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,943,946.8,946.8,946.8,946.8,946.8,941,941,941,941,940,940,940,940,940,940,940,940,940,940,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,2469.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3034.2,3197.6,3197.6,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3219.4,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3406.8,3802,3802,3802,3802,3802,3802,3802,3802,3800.3,3800.3,3800.3,3800.3,3800.3,3800.3,3800.3,3800.3,4029.7,4029.7,4029.7,4029.7,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4029.6,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4284.5,4292.9,4292.9,4292.9
