DATE,RCON65Q4,RCON66Q1,RCON66Q2,RCON66Q3,RCON66Q4,RCON67Q1,RCON67Q2,RCON67Q3,RCON67Q4,RCON68Q1,RCON68Q2,RCON68Q3,RCON68Q4,RCON69Q1,RCON69Q2,RCON69Q3,RCON69Q4,RCON70Q1,RCON70Q2,RCON70Q3,RCON70Q4,RCON71Q1,RCON71Q2,RCON71Q3,RCON71Q4,RCON72Q1,RCON72Q2,RCON72Q3,RCON72Q4,RCON73Q1,RCON73Q2,RCON73Q3,RCON73Q4,RCON74Q1,RCON74Q2,RCON74Q3,RCON74Q4,RCON75Q1,RCON75Q2,RCON75Q3,RCON75Q4,RCON76Q1,RCON76Q2,RCON76Q3,RCON76Q4,RCON77Q1,RCON77Q2,RCON77Q3,RCON77Q4,RCON78Q1,RCON78Q2,RCON78Q3,RCON78Q4,RCON79Q1,RCON79Q2,RCON79Q3,RCON79Q4,RCON80Q1,RCON80Q2,RCON80Q3,RCON80Q4,RCON81Q1,RCON81Q2,RCON81Q3,RCON81Q4,RCON82Q1,RCON82Q2,RCON82Q3,RCON82Q4,RCON83Q1,RCON83Q2,RCON83Q3,RCON83Q4,RCON84Q1,RCON84Q2,RCON84Q3,RCON84Q4,RCON85Q1,RCON85Q2,RCON85Q3,RCON85Q4,RCON86Q1,RCON86Q2,RCON86Q3,RCON86Q4,RCON87Q1,RCON87Q2,RCON87Q3,RCON87Q4,RCON88Q1,RCON88Q2,RCON88Q3,RCON88Q4,RCON89Q1,RCON89Q2,RCON89Q3,RCON89Q4,RCON90Q1,RCON90Q2,RCON90Q3,RCON90Q4,RCON91Q1,RCON91Q2,RCON91Q3,RCON91Q4,RCON92Q1,RCON92Q2,RCON92Q3,RCON92Q4,RCON93Q1,RCON93Q2,RCON93Q3,RCON93Q4,RCON94Q1,RCON94Q2,RCON94Q3,RCON94Q4,RCON95Q1,RCON95Q2,RCON95Q3,RCON95Q4,RCON96Q1,RCON96Q2,RCON96Q3,RCON96Q4,RCON97Q1,RCON97Q2,RCON97Q3,RCON97Q4,RCON98Q1,RCON98Q2,RCON98Q3,RCON98Q4,RCON99Q1,RCON99Q2,RCON99Q3,RCON99Q4,RCON00Q1,RCON00Q2,RCON00Q3,RCON00Q4,RCON01Q1,RCON01Q2,RCON01Q3,RCON01Q4,RCON02Q1,RCON02Q2,RCON02Q3,RCON02Q4,RCON03Q1,RCON03Q2,RCON03Q3,RCON03Q4,RCON04Q1,RCON04Q2,RCON04Q3,RCON04Q4,RCON05Q1,RCON05Q2,RCON05Q3,RCON05Q4,RCON06Q1,RCON06Q2,RCON06Q3,RCON06Q4,RCON07Q1,RCON07Q2,RCON07Q3,RCON07Q4,RCON08Q1,RCON08Q2,RCON08Q3,RCON08Q4,RCON09Q1,RCON09Q2,RCON09Q3,RCON09Q4,RCON10Q1,RCON10Q2,RCON10Q3,RCON10Q4,RCON11Q1,RCON11Q2,RCON11Q3,RCON11Q4,RCON12Q1,RCON12Q2,RCON12Q3,RCON12Q4,RCON13Q1,RCON13Q2,RCON13Q3,RCON13Q4,RCON14Q1,RCON14Q2,RCON14Q3,RCON14Q4,RCON15Q1,RCON15Q2,RCON15Q3,RCON15Q4,RCON16Q1,RCON16Q2,RCON16Q3,RCON16Q4,RCON17Q1,RCON17Q2,RCON17Q3,RCON17Q4,RCON18Q1,RCON18Q2,RCON18Q3,RCON18Q4,RCON19Q1,RCON19Q2,RCON19Q3,RCON19Q4,RCON20Q1,RCON20Q2,RCON20Q3,RCON20Q4,RCON21Q1,RCON21Q2,RCON21Q3,RCON21Q4,RCON22Q1
1963:Q3,355.1,355.1,355.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,504.8,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,503.9,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1115.5,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1350.7,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1607.6,1677.3,1677.3,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1695.7,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2002.9,2002.9,2002.9,2002.9,2002.9,2002.9,2002.9,2002.9,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2123.7,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2257.5,2261.9,2261.9,2261.9
1963:Q4,356.4,356.4,356.4,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,357.7,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,508.4,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1123.6,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1621.1,1691.5,1691.5,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,1809.3,2020.6,2020.6,2020.6,2020.6,2020.6,2020.6,2020.6,2020.6,2019.6,2019.6,2019.6,2019.6,2019.6,2019.6,2019.6,2019.6,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2141.4,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2276.3,2280.8,2280.8,2280.8
1964:Q1,364.5,364.5,364.5,365.7,365.7,365.7,365.7,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,366.3,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,516.6,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1145.2,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1653.6,1724.8,1724.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1743.8,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,1845.2,2060.5,2060.5,2060.5,2060.5,2060.5,2060.5,2060.5,2060.5,2059.5,2059.5,2059.5,2059.5,2059.5,2059.5,2059.5,2059.5,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2183.6,2321,2321,2321,2321,2321,2321,2321,2321,2321,2321,2321,2321,2325.6,2325.6,2325.6
1964:Q2,369.8,369.8,369.8,371,371,371,371,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,370.7,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,526.4,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,525.6,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1164.4,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1683.1,1755.6,1755.6,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,1877.9,2096.7,2096.7,2096.7,2096.7,2096.7,2096.7,2096.7,2096.7,2095.8,2095.8,2095.8,2095.8,2095.8,2095.8,2095.8,2095.8,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2362.1,2366.7,2366.7,2366.7
1964:Q3,377.3,377.3,377.3,379.5,379.5,379.5,379.5,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,534.3,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1184.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1433.8,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1713.9,1787.9,1787.9,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1807.8,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,1912.6,2135.2,2135.2,2135.2,2135.2,2135.2,2135.2,2135.2,2135.2,2134.3,2134.3,2134.3,2134.3,2134.3,2134.3,2134.3,2134.3,2262.9,2262.9,2262.9,2262.9,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2262.8,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2405.7,2410.4,2410.4,2410.4
1964:Q4,376.8,376.8,376.8,378.9,378.9,378.9,378.9,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,379.3,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,535.3,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1437.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1718.6,1792.7,1792.7,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1812.8,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,2141.2,2141.2,2141.2,2141.2,2141.2,2141.2,2141.2,2141.2,2140.2,2140.2,2140.2,2140.2,2140.2,2140.2,2140.2,2140.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2269.2,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2412.6,2417.3,2417.3,2417.3
1965:Q1,385.9,386.1,386.1,387.1,387.1,387.1,387.1,389.1,389.1,389.1,389.1,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,387.9,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546.7,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1208.2,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1463.4,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1756.2,1832,1832,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,1960.3,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2187.8,2187.8,2187.8,2187.8,2187.8,2187.8,2187.8,2187.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2319.8,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2466.4,2471.2,2471.2,2471.2
1965:Q2,390.2,390.5,390.5,392.2,392.2,392.2,392.2,394.1,394.1,394.1,394.1,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,393.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,551.4,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,550.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1221.7,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1480.9,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1776.1,1852.3,1852.3,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1873.2,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,2213,2213,2213,2213,2213,2213,2213,2213,2212,2212,2212,2212,2212,2212,2212,2212,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2345.5,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2493.6,2498.5,2498.5,2498.5
1965:Q3,#N/A,396.9,396.9,398.9,398.9,398.9,398.9,400.7,400.7,400.7,400.7,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,400.3,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.8,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,559.2,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1242.3,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1503.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1806.1,1884,1884,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2251,2251,2251,2251,2251,2251,2251,2251,2250,2250,2250,2250,2250,2250,2250,2250,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2385.9,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2536.4,2541.4,2541.4,2541.4
1965:Q4,#N/A,402.8,403.3,406.5,406.5,406.5,406.5,409.9,409.9,409.9,409.9,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,574.5,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,573.9,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1273.2,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1540.6,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,1937.4,1937.4,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,1959.3,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2072.7,2314.3,2314.3,2314.3,2314.3,2314.3,2314.3,2314.3,2314.3,2313.2,2313.2,2313.2,2313.2,2313.2,2313.2,2313.2,2313.2,2453,2453,2453,2453,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2452.9,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2607.7,2612.8,2612.8,2612.8
1966:Q1,#N/A,#N/A,#N/A,412.8,412.8,412.8,412.8,416.2,416.2,416.2,416.2,415.7,415.7,415.7,415.7,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,415.3,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.7,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,581.2,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1287.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1559.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1885.6,1966.1,1966.1,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,1988.6,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2103.2,2348.5,2348.5,2348.5,2348.5,2348.5,2348.5,2348.5,2348.5,2347.4,2347.4,2347.4,2347.4,2347.4,2347.4,2347.4,2347.4,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2489.1,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2646.2,2651.4,2651.4,2651.4
1966:Q2,#N/A,#N/A,#N/A,#N/A,412.2,412.2,412.2,415.2,415.2,415.2,415.2,414.8,414.8,414.8,414.8,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,415.1,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.8,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,582.3,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1293.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1566.1,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1890.9,1971.3,1971.3,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2354.5,2354.5,2354.5,2354.5,2354.5,2354.5,2354.5,2354.5,2353.5,2353.5,2353.5,2353.5,2353.5,2353.5,2353.5,2353.5,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2495.4,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2653,2658.2,2658.2,2658.2
