DATE,NCON65Q4,NCON66Q1,NCON66Q2,NCON66Q3,NCON66Q4,NCON67Q1,NCON67Q2,NCON67Q3,NCON67Q4,NCON68Q1,NCON68Q2,NCON68Q3,NCON68Q4,NCON69Q1,NCON69Q2,NCON69Q3,NCON69Q4,NCON70Q1,NCON70Q2,NCON70Q3,NCON70Q4,NCON71Q1,NCON71Q2,NCON71Q3,NCON71Q4,NCON72Q1,NCON72Q2,NCON72Q3,NCON72Q4,NCON73Q1,NCON73Q2,NCON73Q3,NCON73Q4,NCON74Q1,NCON74Q2,NCON74Q3,NCON74Q4,NCON75Q1,NCON75Q2,NCON75Q3,NCON75Q4,NCON76Q1,NCON76Q2,NCON76Q3,NCON76Q4,NCON77Q1,NCON77Q2,NCON77Q3,NCON77Q4,NCON78Q1,NCON78Q2,NCON78Q3,NCON78Q4,NCON79Q1,NCON79Q2,NCON79Q3,NCON79Q4,NCON80Q1,NCON80Q2,NCON80Q3,NCON80Q4,NCON81Q1,NCON81Q2,NCON81Q3,NCON81Q4,NCON82Q1,NCON82Q2,NCON82Q3,NCON82Q4,NCON83Q1,NCON83Q2,NCON83Q3,NCON83Q4,NCON84Q1,NCON84Q2,NCON84Q3,NCON84Q4,NCON85Q1,NCON85Q2,NCON85Q3,NCON85Q4,NCON86Q1,NCON86Q2,NCON86Q3,NCON86Q4,NCON87Q1,NCON87Q2,NCON87Q3,NCON87Q4,NCON88Q1,NCON88Q2,NCON88Q3,NCON88Q4,NCON89Q1,NCON89Q2,NCON89Q3,NCON89Q4,NCON90Q1,NCON90Q2,NCON90Q3,NCON90Q4,NCON91Q1,NCON91Q2,NCON91Q3,NCON91Q4,NCON92Q1,NCON92Q2,NCON92Q3,NCON92Q4,NCON93Q1,NCON93Q2,NCON93Q3,NCON93Q4,NCON94Q1,NCON94Q2,NCON94Q3,NCON94Q4,NCON95Q1,NCON95Q2,NCON95Q3,NCON95Q4,NCON96Q1,NCON96Q2,NCON96Q3,NCON96Q4,NCON97Q1,NCON97Q2,NCON97Q3,NCON97Q4,NCON98Q1,NCON98Q2,NCON98Q3,NCON98Q4,NCON99Q1,NCON99Q2,NCON99Q3,NCON99Q4,NCON00Q1,NCON00Q2,NCON00Q3,NCON00Q4,NCON01Q1,NCON01Q2,NCON01Q3,NCON01Q4,NCON02Q1,NCON02Q2,NCON02Q3,NCON02Q4,NCON03Q1,NCON03Q2,NCON03Q3,NCON03Q4,NCON04Q1,NCON04Q2,NCON04Q3,NCON04Q4,NCON05Q1,NCON05Q2,NCON05Q3,NCON05Q4,NCON06Q1,NCON06Q2,NCON06Q3,NCON06Q4,NCON07Q1,NCON07Q2,NCON07Q3,NCON07Q4,NCON08Q1,NCON08Q2,NCON08Q3,NCON08Q4,NCON09Q1,NCON09Q2,NCON09Q3,NCON09Q4,NCON10Q1,NCON10Q2,NCON10Q3,NCON10Q4,NCON11Q1,NCON11Q2,NCON11Q3,NCON11Q4,NCON12Q1,NCON12Q2,NCON12Q3,NCON12Q4,NCON13Q1,NCON13Q2,NCON13Q3,NCON13Q4,NCON14Q1,NCON14Q2,NCON14Q3,NCON14Q4,NCON15Q1,NCON15Q2,NCON15Q3,NCON15Q4,NCON16Q1,NCON16Q2,NCON16Q3,NCON16Q4,NCON17Q1,NCON17Q2,NCON17Q3,NCON17Q4,NCON18Q1,NCON18Q2,NCON18Q3,NCON18Q4,NCON19Q1,NCON19Q2,NCON19Q3,NCON19Q4,NCON20Q1,NCON20Q2,NCON20Q3,NCON20Q4,NCON21Q1,NCON21Q2,NCON21Q3,NCON21Q4,NCON22Q1
1988:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3257.6,3261.2,3261.2,3263.4,3263.4,3263.4,3263.4,3268.2,3268.2,3268.2,3268.2,3268.2,3268.2,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3326.6,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,3382.3,#N/A,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3380.4,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3378.3,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9,3361.9
1988:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3320.1,3326.4,3324,3324,3324,3324,3332.6,3332.6,3332.6,3332.6,3332.6,3332.6,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3398.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,3459.2,#N/A,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3460.1,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3457.2,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3453.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3451.3,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5,3434.5
1989:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3380.4,3381.4,3381.4,3381.4,3381.4,3371.7,3371.7,3371.7,3371.7,3371.7,3371.7,3436.5,3436.5,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3440.8,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,#N/A,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.8,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3511.3,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3507.7,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3506.1,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2,3490.2
1989:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3437.9,3444.1,3444.1,3444.1,3425.9,3425.9,3425.9,3425.9,3425.9,3425.9,3490.6,3490.6,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3499.1,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,3569.7,#N/A,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3572.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3573.9,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3569.5,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8,3553.8
1989:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3509.5,3508.1,3508.1,3484.3,3484.3,3484.3,3484.3,3484.3,3484.3,3551.7,3551.7,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3553.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,3627.3,#N/A,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3626.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3630.9,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3626.8,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3625.6,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4,3609.4
1989:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3547.5,3550.6,3518.5,3518.5,3518.5,3518.5,3518.5,3518.5,3592.8,3592.8,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3599.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,3676.1,#N/A,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3675.1,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3677.8,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3673.5,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3670.1,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7,3653.7
1990:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3639.2,3588.1,3588.1,3588.1,3588.1,3588.1,3588.1,3667.3,3667.3,3672.4,3672.4,3672.4,3672.4,3672.4,3679.3,3679.3,3679.3,3679.3,3679.3,3679.3,3679.3,3679.3,3679.3,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,3759.2,#N/A,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3754.8,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3762.6,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3758.7,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3754.5,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9,3737.9
1990:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3619.5,3622.7,3622.7,3622.7,3622.7,3622.7,3706,3706,3715.3,3715.3,3715.3,3715.3,3715.3,3727,3727,3727,3727,3727,3727,3727,3727,3727,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,#N/A,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3806.2,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3815.9,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3811.8,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3800.2,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4,3783.4
1990:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3700.6,3693.4,3693.4,3693.4,3693.4,3785.2,3785.2,3787.8,3787.8,3787.8,3787.8,3787.8,3801.7,3801.7,3801.7,3801.7,3801.7,3801.7,3801.7,3801.7,3801.7,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,3879.2,#N/A,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3871.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3879.6,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3875.2,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3863.4,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7,3846.7
1990:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3728.1,3724.9,3724.9,3724.9,3812,3812,3818.2,3818.2,3818.2,3818.2,3818.2,3836.6,3836.6,3836.6,3836.6,3836.6,3836.6,3836.6,3836.6,3836.6,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,#N/A,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3893.4,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3901.7,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3884.4,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9,3867.9
